subject,night,condition,type,time_span,feature,data
LW28E,1,Unknown Alarm,imu,last_30min,ss_median_60,113.4179685
LW28E,1,Unknown Alarm,imu,last_30min,ss_number,26.0
LW28E,1,Unknown Alarm,imu,last_30min,ss_number_60,4.0
LW28E,1,Unknown Alarm,imu,last_30min,ss_skewness,4.565135467224395
LW28E,1,Unknown Alarm,imu,last_30min,ss_skewness_60,1.1495778797388758
LW28E,1,Unknown Alarm,imu,last_30min,ss_std,174.11079073873728
LW28E,1,Unknown Alarm,imu,last_30min,ss_std_60,399.26734298643714
LW28E,1,Unknown Alarm,imu,last_hour,ss_max,902.304687
LW28E,1,Unknown Alarm,imu,last_hour,ss_max_60,902.304687
LW28E,1,Unknown Alarm,imu,last_hour,ss_max_position,0.7493075882605297
LW28E,1,Unknown Alarm,imu,last_hour,ss_mean,87.14535365789474
LW28E,1,Unknown Alarm,imu,last_hour,ss_mean_60,257.6136363636364
LW28E,1,Unknown Alarm,imu,last_hour,ss_median,19.980469
LW28E,1,Unknown Alarm,imu,last_hour,ss_median_60,132.96875
LW28E,1,Unknown Alarm,imu,last_hour,ss_number,38.0
LW28E,1,Unknown Alarm,imu,last_hour,ss_number_60,11.0
LW28E,1,Unknown Alarm,imu,last_hour,ss_skewness,3.4072819354000807
LW28E,1,Unknown Alarm,imu,last_hour,ss_skewness_60,1.7426260686220625
LW28E,1,Unknown Alarm,imu,last_hour,ss_std,169.5661175613703
LW28E,1,Unknown Alarm,imu,last_hour,ss_std_60,246.9091075729333
LW28E,1,Unknown Alarm,imu,total,ss_max,3243.828125
LW28E,1,Unknown Alarm,imu,total,ss_max_60,3243.828125
LW28E,1,Unknown Alarm,imu,total,ss_max_position,0.0
LW28E,1,Unknown Alarm,imu,total,ss_mean,301.56249992134826
LW28E,1,Unknown Alarm,imu,total,ss_mean_60,649.8330077749999
LW28E,1,Unknown Alarm,imu,total,ss_median,39.023437
LW28E,1,Unknown Alarm,imu,total,ss_median_60,365.0390625
LW28E,1,Unknown Alarm,imu,total,ss_number,89.0
LW28E,1,Unknown Alarm,imu,total,ss_number_60,40.0
LW28E,1,Unknown Alarm,imu,total,ss_skewness,2.765785543692273
LW28E,1,Unknown Alarm,imu,total,ss_skewness_60,1.7453245137467917
LW28E,1,Unknown Alarm,imu,total,ss_std,557.632070666796
LW28E,1,Unknown Alarm,imu,total,ss_std_60,689.5359240905168
LW28E,1,Unknown Alarm,selfreport,last_30min,ss_max,1106.445312
LW28E,1,Unknown Alarm,selfreport,last_30min,ss_max_60,1106.445312
LW28E,1,Unknown Alarm,selfreport,last_30min,ss_max_position,0.3850932352419123
LW28E,1,Unknown Alarm,selfreport,last_30min,ss_mean,353.359375
LW28E,1,Unknown Alarm,selfreport,last_30min,ss_mean_60,353.359375
LW28E,1,Unknown Alarm,selfreport,last_30min,ss_median,192.382812
LW28E,1,Unknown Alarm,selfreport,last_30min,ss_median_60,192.382812
LW28E,1,Unknown Alarm,selfreport,last_30min,ss_number,5.0
LW28E,1,Unknown Alarm,selfreport,last_30min,ss_number_60,5.0
LW28E,1,Unknown Alarm,selfreport,last_30min,ss_skewness,1.4671711929407116
LW28E,1,Unknown Alarm,selfreport,last_30min,ss_skewness_60,1.4671711929407116
LW28E,1,Unknown Alarm,selfreport,last_30min,ss_std,422.84714713537727
LW28E,1,Unknown Alarm,selfreport,last_30min,ss_std_60,422.84714713537727
LW28E,1,Unknown Alarm,selfreport,last_hour,ss_max,1106.445313
LW28E,1,Unknown Alarm,selfreport,last_hour,ss_max_60,1106.445313
LW28E,1,Unknown Alarm,selfreport,last_hour,ss_max_position,0.6926017050710139
LW28E,1,Unknown Alarm,selfreport,last_hour,ss_mean,293.39518225
LW28E,1,Unknown Alarm,selfreport,last_hour,ss_mean_60,431.30859375
LW28E,1,Unknown Alarm,selfreport,last_hour,ss_median,150.4882815
LW28E,1,Unknown Alarm,selfreport,last_hour,ss_median_60,191.621094
LW28E,1,Unknown Alarm,selfreport,last_hour,ss_number,12.0
LW28E,1,Unknown Alarm,selfreport,last_hour,ss_number_60,8.0
LW28E,1,Unknown Alarm,selfreport,last_hour,ss_skewness,1.2959908688649302
LW28E,1,Unknown Alarm,selfreport,last_hour,ss_skewness_60,0.8154133675906329
LW28E,1,Unknown Alarm,selfreport,last_hour,ss_std,378.2512733478068
LW28E,1,Unknown Alarm,selfreport,last_hour,ss_std_60,399.3995235235059
LW28E,1,Unknown Alarm,selfreport,total,ss_max,3463.203125
LW28E,1,Unknown Alarm,selfreport,total,ss_max_60,3463.203125
LW28E,1,Unknown Alarm,selfreport,total,ss_max_position,0.2674679198262986
LW28E,1,Unknown Alarm,selfreport,total,ss_mean,95.85302338211382
LW28E,1,Unknown Alarm,selfreport,total,ss_mean_60,782.421875
LW28E,1,Unknown Alarm,selfreport,total,ss_median,12.617187
LW28E,1,Unknown Alarm,selfreport,total,ss_median_60,192.382813
LW28E,1,Unknown Alarm,selfreport,total,ss_number,123.0
LW28E,1,Unknown Alarm,selfreport,total,ss_number_60,13.0
LW28E,1,Unknown Alarm,selfreport,total,ss_skewness,6.500669628968945
LW28E,1,Unknown Alarm,selfreport,total,ss_skewness_60,1.690252669931119
LW28E,1,Unknown Alarm,selfreport,total,ss_std,388.1694521152504
LW28E,1,Unknown Alarm,selfreport,total,ss_std_60,979.7299937994399
LW28R,0,Unknown Alarm,imu,last_30min,ss_max,1761.015625
LW28R,0,Unknown Alarm,imu,last_30min,ss_max_60,1761.015625
LW28R,0,Unknown Alarm,imu,last_30min,ss_max_position,0.0
LW28R,0,Unknown Alarm,imu,last_30min,ss_mean,893.671875
LW28R,0,Unknown Alarm,imu,last_30min,ss_mean_60,1761.015625
LW28R,0,Unknown Alarm,imu,last_30min,ss_median,893.671875
LW28R,0,Unknown Alarm,imu,last_30min,ss_median_60,1761.015625
LW28R,0,Unknown Alarm,imu,last_30min,ss_number,2.0
LW28R,0,Unknown Alarm,imu,last_30min,ss_number_60,1.0
LW28R,0,Unknown Alarm,imu,last_30min,ss_skewness,0.0
LW28R,0,Unknown Alarm,imu,last_30min,ss_skewness_60,0.0
LW28R,0,Unknown Alarm,imu,last_30min,ss_std,1226.6092944895393
LW28R,0,Unknown Alarm,imu,last_hour,ss_max,2980.273437
LW28R,0,Unknown Alarm,imu,last_hour,ss_max_60,2980.273437
LW28R,0,Unknown Alarm,imu,last_hour,ss_max_position,0.16137196554405986
LW28R,0,Unknown Alarm,imu,last_hour,ss_mean,1192.096354
LW28R,0,Unknown Alarm,imu,last_hour,ss_mean_60,1774.9804685
LW28R,0,Unknown Alarm,imu,last_hour,ss_median,569.6875
LW28R,0,Unknown Alarm,imu,last_hour,ss_median_60,1774.9804685
LW28R,0,Unknown Alarm,imu,last_hour,ss_number,3.0
LW28R,0,Unknown Alarm,imu,last_hour,ss_number_60,2.0
LW28R,0,Unknown Alarm,imu,last_hour,ss_skewness,0.6132881664780324
LW28R,0,Unknown Alarm,imu,last_hour,ss_skewness_60,0.0
LW28R,0,Unknown Alarm,imu,last_hour,ss_std,1572.2572349093798
LW28R,0,Unknown Alarm,imu,last_hour,ss_std_60,1704.5416626856274
LW28R,0,Unknown Alarm,imu,total,ss_max,3901.445312
LW28R,0,Unknown Alarm,imu,total,ss_max_60,3901.445312
LW28R,0,Unknown Alarm,imu,total,ss_max_position,0.4712858484569527
LW28R,0,Unknown Alarm,imu,total,ss_mean,1435.4401042
LW28R,0,Unknown Alarm,imu,total,ss_mean_60,1536.090959857143
LW28R,0,Unknown Alarm,imu,total,ss_median,880.976563
LW28R,0,Unknown Alarm,imu,total,ss_median_60,1033.0664065
LW28R,0,Unknown Alarm,imu,total,ss_number,15.0
LW28R,0,Unknown Alarm,imu,total,ss_number_60,14.0
LW28R,0,Unknown Alarm,imu,total,ss_skewness,0.6422534639619069
LW28R,0,Unknown Alarm,imu,total,ss_skewness_60,0.5768314333117174
LW28R,0,Unknown Alarm,imu,total,ss_std,1293.7632432396551
LW28R,0,Unknown Alarm,imu,total,ss_std_60,1280.207366540032
LW28R,0,Unknown Alarm,selfreport,last_30min,ss_max,1748.320313
LW28R,0,Unknown Alarm,selfreport,last_30min,ss_max_60,1748.320313
LW28R,0,Unknown Alarm,selfreport,last_30min,ss_max_position,0.0
LW28R,0,Unknown Alarm,selfreport,last_30min,ss_mean,595.078125
LW28R,0,Unknown Alarm,selfreport,last_30min,ss_mean_60,1748.320313
LW28R,0,Unknown Alarm,selfreport,last_30min,ss_median,26.328125
LW28R,0,Unknown Alarm,selfreport,last_30min,ss_median_60,1748.320313
LW28R,0,Unknown Alarm,selfreport,last_30min,ss_number,3.0
LW28R,0,Unknown Alarm,selfreport,last_30min,ss_number_60,1.0
LW28R,0,Unknown Alarm,selfreport,last_30min,ss_skewness,0.7069091628701021
LW28R,0,Unknown Alarm,selfreport,last_30min,ss_skewness_60,0.0
LW28R,0,Unknown Alarm,selfreport,last_30min,ss_std,998.7680472752556
LW28R,0,Unknown Alarm,selfreport,last_hour,ss_max,2979.765625
LW28R,0,Unknown Alarm,selfreport,last_hour,ss_max_60,2979.765625
LW28R,0,Unknown Alarm,selfreport,last_hour,ss_max_position,0.15784548037808774
LW28R,0,Unknown Alarm,selfreport,last_hour,ss_mean,893.544922
LW28R,0,Unknown Alarm,selfreport,last_hour,ss_mean_60,1768.3789065
LW28R,0,Unknown Alarm,selfreport,last_hour,ss_median,291.6601565
LW28R,0,Unknown Alarm,selfreport,last_hour,ss_median_60,1768.3789065
LW28R,0,Unknown Alarm,selfreport,last_hour,ss_number,4.0
LW28R,0,Unknown Alarm,selfreport,last_hour,ss_number_60,2.0
LW28R,0,Unknown Alarm,selfreport,last_hour,ss_skewness,1.049114148314355
LW28R,0,Unknown Alarm,selfreport,last_hour,ss_skewness_60,0.0
LW28R,0,Unknown Alarm,selfreport,last_hour,ss_std,1413.7856518760545
LW28R,0,Unknown Alarm,selfreport,last_hour,ss_std_60,1713.1595265813385
LW28R,0,Unknown Alarm,selfreport,total,ss_max,4618.476562
LW28R,0,Unknown Alarm,selfreport,total,ss_max_60,4618.476562
LW28R,0,Unknown Alarm,selfreport,total,ss_max_position,0.05755208333333333
LW28R,0,Unknown Alarm,selfreport,total,ss_mean,1302.861842
LW28R,0,Unknown Alarm,selfreport,total,ss_mean_60,1453.938419
LW28R,0,Unknown Alarm,selfreport,total,ss_median,757.070312
LW28R,0,Unknown Alarm,selfreport,total,ss_median_60,881.484375
LW28R,0,Unknown Alarm,selfreport,total,ss_number,19.0
LW28R,0,Unknown Alarm,selfreport,total,ss_number_60,17.0
LW28R,0,Unknown Alarm,selfreport,total,ss_skewness,1.0671458887196164
LW28R,0,Unknown Alarm,selfreport,total,ss_skewness_60,0.9470245679330043
LW28R,0,Unknown Alarm,selfreport,total,ss_std,1434.9841683205252
LW28R,0,Unknown Alarm,selfreport,total,ss_std_60,1444.3644527913505
LW28R,1,Spontaneous,imu,last_30min,ss_max,1358.320312
LW28R,1,Spontaneous,imu,last_30min,ss_max_60,1358.320312
LW28R,1,Spontaneous,imu,last_30min,ss_max_position,0.0
LW28R,1,Spontaneous,imu,last_30min,ss_mean,295.5533855
LW28R,1,Spontaneous,imu,last_30min,ss_mean_60,852.03125
LW28R,1,Spontaneous,imu,last_30min,ss_median,27.5976565
LW28R,1,Spontaneous,imu,last_30min,ss_median_60,852.03125
LW28R,1,Spontaneous,imu,last_30min,ss_number,6.0
LW28R,1,Spontaneous,imu,last_30min,ss_number_60,2.0
LW28R,1,Spontaneous,imu,last_30min,ss_skewness,1.5742570085165999
LW28R,1,Spontaneous,imu,last_30min,ss_skewness_60,1.148218336606376e-16
LW28R,1,Spontaneous,imu,last_30min,ss_std,537.139608803515
LW28R,1,Spontaneous,imu,last_30min,ss_std_60,716.0008579615528
LW28R,1,Spontaneous,imu,last_hour,ss_max,1497.460938
LW28R,1,Spontaneous,imu,last_hour,ss_max_60,1497.460938
LW28R,1,Spontaneous,imu,last_hour,ss_max_position,0.46140533141235185
LW28R,1,Spontaneous,imu,last_hour,ss_mean,444.448242125
LW28R,1,Spontaneous,imu,last_hour,ss_mean_60,871.70898425
LW28R,1,Spontaneous,imu,last_hour,ss_median,169.53125
LW28R,1,Spontaneous,imu,last_hour,ss_median_60,846.6992185
LW28R,1,Spontaneous,imu,last_hour,ss_number,8.0
LW28R,1,Spontaneous,imu,last_hour,ss_number_60,4.0
LW28R,1,Spontaneous,imu,last_hour,ss_skewness,1.0188614832844114
LW28R,1,Spontaneous,imu,last_hour,ss_skewness_60,0.024298405755183983
LW28R,1,Spontaneous,imu,last_hour,ss_std,619.6218016979124
LW28R,1,Spontaneous,imu,last_hour,ss_std_60,639.3226105903336
LW28R,1,Spontaneous,imu,total,ss_max,3113.828125
LW28R,1,Spontaneous,imu,total,ss_max_60,3113.828125
LW28R,1,Spontaneous,imu,total,ss_max_position,0.6398668980886716
LW28R,1,Spontaneous,imu,total,ss_mean,630.8426339642857
LW28R,1,Spontaneous,imu,total,ss_mean_60,1088.767089875
LW28R,1,Spontaneous,imu,total,ss_median,138.5546875
LW28R,1,Spontaneous,imu,total,ss_median_60,929.21875
LW28R,1,Spontaneous,imu,total,ss_number,28.0
LW28R,1,Spontaneous,imu,total,ss_number_60,16.0
LW28R,1,Spontaneous,imu,total,ss_skewness,1.430587366634515
LW28R,1,Spontaneous,imu,total,ss_skewness_60,0.7347296468259394
LW28R,1,Spontaneous,imu,total,ss_std,896.0020919107615
LW28R,1,Spontaneous,imu,total,ss_std_60,960.7384342977156
LW28R,1,Spontaneous,selfreport,last_30min,ss_max,1457.34375
LW28R,1,Spontaneous,selfreport,last_30min,ss_max_60,1457.34375
LW28R,1,Spontaneous,selfreport,last_30min,ss_max_position,0.0
LW28R,1,Spontaneous,selfreport,last_30min,ss_mean,898.2421875
LW28R,1,Spontaneous,selfreport,last_30min,ss_mean_60,898.2421875
LW28R,1,Spontaneous,selfreport,last_30min,ss_median,898.2421875
LW28R,1,Spontaneous,selfreport,last_30min,ss_median_60,898.2421875
LW28R,1,Spontaneous,selfreport,last_30min,ss_number,2.0
LW28R,1,Spontaneous,selfreport,last_30min,ss_number_60,2.0
LW28R,1,Spontaneous,selfreport,last_30min,ss_skewness,0.0
LW28R,1,Spontaneous,selfreport,last_30min,ss_skewness_60,0.0
LW28R,1,Spontaneous,selfreport,last_30min,ss_std,790.6890124314887
LW28R,1,Spontaneous,selfreport,last_30min,ss_std_60,790.6890124314887
LW28R,1,Spontaneous,selfreport,last_hour,ss_max,1497.460938
LW28R,1,Spontaneous,selfreport,last_hour,ss_max_60,1497.460938
LW28R,1,Spontaneous,selfreport,last_hour,ss_max_position,0.4889119164513511
LW28R,1,Spontaneous,selfreport,last_hour,ss_mean,894.81445325
LW28R,1,Spontaneous,selfreport,last_hour,ss_mean_60,894.81445325
LW28R,1,Spontaneous,selfreport,last_hour,ss_median,871.328125
LW28R,1,Spontaneous,selfreport,last_hour,ss_median_60,871.328125
LW28R,1,Spontaneous,selfreport,last_hour,ss_number,4.0
LW28R,1,Spontaneous,selfreport,last_hour,ss_number_60,4.0
LW28R,1,Spontaneous,selfreport,last_hour,ss_skewness,0.025573308655634935
LW28R,1,Spontaneous,selfreport,last_hour,ss_skewness_60,0.025573308655634935
LW28R,1,Spontaneous,selfreport,last_hour,ss_std,612.8720283889905
LW28R,1,Spontaneous,selfreport,last_hour,ss_std_60,612.8720283889905
LW28R,1,Spontaneous,selfreport,total,ss_max,3113.828125
LW28R,1,Spontaneous,selfreport,total,ss_max_60,3113.828125
LW28R,1,Spontaneous,selfreport,total,ss_max_position,0.6304893091812865
LW28R,1,Spontaneous,selfreport,total,ss_mean,706.9238280833333
LW28R,1,Spontaneous,selfreport,total,ss_mean_60,1049.5703125
LW28R,1,Spontaneous,selfreport,total,ss_median,222.34375
LW28R,1,Spontaneous,selfreport,total,ss_median_60,618.4375
LW28R,1,Spontaneous,selfreport,total,ss_number,24.0
LW28R,1,Spontaneous,selfreport,total,ss_number_60,16.0
LW28R,1,Spontaneous,selfreport,total,ss_skewness,1.311370521636095
LW28R,1,Spontaneous,selfreport,total,ss_skewness_60,0.8230889795500635
LW28R,1,Spontaneous,selfreport,total,ss_std,927.285312489923
LW28R,1,Spontaneous,selfreport,total,ss_std_60,970.9084082458457
MC04A,0,Unknown Alarm,imu,last_30min,ss_max,1799.609375
MC04A,0,Unknown Alarm,imu,last_30min,ss_max_60,1799.609375
MC04A,0,Unknown Alarm,imu,last_30min,ss_max_position,0.0
MC04A,0,Unknown Alarm,imu,last_30min,ss_mean,1799.609375
MC04A,0,Unknown Alarm,imu,last_30min,ss_mean_60,1799.609375
MC04A,0,Unknown Alarm,imu,last_30min,ss_median,1799.609375
MC04A,0,Unknown Alarm,imu,last_30min,ss_median_60,1799.609375
MC04A,0,Unknown Alarm,imu,last_30min,ss_number,1.0
MC04A,0,Unknown Alarm,imu,last_30min,ss_number_60,1.0
MC04A,0,Unknown Alarm,imu,last_30min,ss_skewness,0.0
MC04A,0,Unknown Alarm,imu,last_30min,ss_skewness_60,0.0
MC04A,0,Unknown Alarm,imu,last_hour,ss_max,3599.804688
MC04A,0,Unknown Alarm,imu,last_hour,ss_max_60,3599.804688
MC04A,0,Unknown Alarm,imu,last_hour,ss_max_position,0.0
MC04A,0,Unknown Alarm,imu,last_hour,ss_mean,3599.804688
MC04A,0,Unknown Alarm,imu,last_hour,ss_mean_60,3599.804688
MC04A,0,Unknown Alarm,imu,last_hour,ss_median,3599.804688
MC04A,0,Unknown Alarm,imu,last_hour,ss_median_60,3599.804688
MC04A,0,Unknown Alarm,imu,last_hour,ss_number,1.0
MC04A,0,Unknown Alarm,imu,last_hour,ss_number_60,1.0
MC04A,0,Unknown Alarm,imu,last_hour,ss_skewness,0.0
MC04A,0,Unknown Alarm,imu,last_hour,ss_skewness_60,0.0
MC04A,0,Unknown Alarm,imu,total,ss_max,4213.75
MC04A,0,Unknown Alarm,imu,total,ss_max_60,4213.75
MC04A,0,Unknown Alarm,imu,total,ss_max_position,0.7798401477606606
MC04A,0,Unknown Alarm,imu,total,ss_mean,701.0792823703704
MC04A,0,Unknown Alarm,imu,total,ss_mean_60,986.9222861578947
MC04A,0,Unknown Alarm,imu,total,ss_median,238.59375
MC04A,0,Unknown Alarm,imu,total,ss_median_60,450.351562
MC04A,0,Unknown Alarm,imu,total,ss_number,27.0
MC04A,0,Unknown Alarm,imu,total,ss_number_60,19.0
MC04A,0,Unknown Alarm,imu,total,ss_skewness,1.927323568738013
MC04A,0,Unknown Alarm,imu,total,ss_skewness_60,1.489083058810186
MC04A,0,Unknown Alarm,imu,total,ss_std,1059.040312211905
MC04A,0,Unknown Alarm,imu,total,ss_std_60,1152.739373684101
MC04A,0,Unknown Alarm,selfreport,last_30min,ss_max,642.8125
MC04A,0,Unknown Alarm,selfreport,last_30min,ss_max_60,642.8125
MC04A,0,Unknown Alarm,selfreport,last_30min,ss_max_position,0.4355926408678545
MC04A,0,Unknown Alarm,selfreport,last_30min,ss_mean,251.43415185714284
MC04A,0,Unknown Alarm,selfreport,last_30min,ss_mean_60,421.02539075
MC04A,0,Unknown Alarm,selfreport,last_30min,ss_median,236.5625
MC04A,0,Unknown Alarm,selfreport,last_30min,ss_median_60,402.36328149999997
MC04A,0,Unknown Alarm,selfreport,last_30min,ss_number,7.0
MC04A,0,Unknown Alarm,selfreport,last_30min,ss_number_60,4.0
MC04A,0,Unknown Alarm,selfreport,last_30min,ss_skewness,0.42958326356086834
MC04A,0,Unknown Alarm,selfreport,last_30min,ss_skewness_60,0.30627111289647246
MC04A,0,Unknown Alarm,selfreport,last_30min,ss_std,244.97900195918228
MC04A,0,Unknown Alarm,selfreport,last_30min,ss_std_60,174.3128202350659
MC04A,0,Unknown Alarm,selfreport,last_hour,ss_max,830.703125
MC04A,0,Unknown Alarm,selfreport,last_hour,ss_max_60,830.703125
MC04A,0,Unknown Alarm,selfreport,last_hour,ss_max_position,0.1619362031408399
MC04A,0,Unknown Alarm,selfreport,last_hour,ss_mean,320.1669033636364
MC04A,0,Unknown Alarm,selfreport,last_hour,ss_mean_60,430.737304625
MC04A,0,Unknown Alarm,selfreport,last_hour,ss_median,324.921875
MC04A,0,Unknown Alarm,selfreport,last_hour,ss_median_60,339.140625
MC04A,0,Unknown Alarm,selfreport,last_hour,ss_number,11.0
MC04A,0,Unknown Alarm,selfreport,last_hour,ss_number_60,8.0
MC04A,0,Unknown Alarm,selfreport,last_hour,ss_skewness,0.5717731366594337
MC04A,0,Unknown Alarm,selfreport,last_hour,ss_skewness_60,1.0423468487048928
MC04A,0,Unknown Alarm,selfreport,last_hour,ss_std,256.1177173316329
MC04A,0,Unknown Alarm,selfreport,last_hour,ss_std_60,205.93801601158205
MC04A,0,Unknown Alarm,selfreport,total,ss_max,5448.75
MC04A,0,Unknown Alarm,selfreport,total,ss_max_60,5448.75
MC04A,0,Unknown Alarm,selfreport,total,ss_max_position,0.5851722404761904
MC04A,0,Unknown Alarm,selfreport,total,ss_mean,676.3571428285715
MC04A,0,Unknown Alarm,selfreport,total,ss_mean_60,939.009375
MC04A,0,Unknown Alarm,selfreport,total,ss_median,262.460938
MC04A,0,Unknown Alarm,selfreport,total,ss_median_60,462.539063
MC04A,0,Unknown Alarm,selfreport,total,ss_number,35.0
MC04A,0,Unknown Alarm,selfreport,total,ss_number_60,25.0
MC04A,0,Unknown Alarm,selfreport,total,ss_skewness,2.8099677212127783
MC04A,0,Unknown Alarm,selfreport,total,ss_skewness_60,2.4082383164869907
MC04A,0,Unknown Alarm,selfreport,total,ss_std,1097.0431097583814
MC04A,0,Unknown Alarm,selfreport,total,ss_std_60,1205.556148876126
MC04A,1,Spontaneous,imu,last_30min,ss_max,1799.609375
MC04A,1,Spontaneous,imu,last_30min,ss_max_60,1799.609375
MC04A,1,Spontaneous,imu,last_30min,ss_max_position,0.0
MC04A,1,Spontaneous,imu,last_30min,ss_mean,1799.609375
MC04A,1,Spontaneous,imu,last_30min,ss_mean_60,1799.609375
MC04A,1,Spontaneous,imu,last_30min,ss_median,1799.609375
MC04A,1,Spontaneous,imu,last_30min,ss_median_60,1799.609375
MC04A,1,Spontaneous,imu,last_30min,ss_number,1.0
MC04A,1,Spontaneous,imu,last_30min,ss_number_60,1.0
MC04A,1,Spontaneous,imu,last_30min,ss_skewness,0.0
MC04A,1,Spontaneous,imu,last_30min,ss_skewness_60,0.0
MC04A,1,Spontaneous,imu,last_hour,ss_max,2519.179688
MC04A,1,Spontaneous,imu,last_hour,ss_max_60,2519.179688
MC04A,1,Spontaneous,imu,last_hour,ss_max_position,0.30017442541762185
MC04A,1,Spontaneous,imu,last_hour,ss_mean,893.0371095
MC04A,1,Spontaneous,imu,last_hour,ss_mean_60,1755.1757815
MC04A,1,Spontaneous,imu,last_hour,ss_median,520.6835935
MC04A,1,Spontaneous,imu,last_hour,ss_median_60,1755.1757815
MC04A,1,Spontaneous,imu,last_hour,ss_number,4.0
MC04A,1,Spontaneous,imu,last_hour,ss_number_60,2.0
MC04A,1,Spontaneous,imu,last_hour,ss_skewness,0.7160944884164108
MC04A,1,Spontaneous,imu,last_hour,ss_skewness_60,0.0
MC04A,1,Spontaneous,imu,last_hour,ss_std,1174.9157467746575
MC04A,1,Spontaneous,imu,last_hour,ss_std_60,1080.464686278326
MC04A,1,Spontaneous,imu,total,ss_max,3978.632812
MC04A,1,Spontaneous,imu,total,ss_max_60,3978.632812
MC04A,1,Spontaneous,imu,total,ss_max_position,0.08637934882106871
MC04A,1,Spontaneous,imu,total,ss_mean,599.6582030769231
MC04A,1,Spontaneous,imu,total,ss_mean_60,879.3515625142858
MC04A,1,Spontaneous,imu,total,ss_median,137.285156
MC04A,1,Spontaneous,imu,total,ss_median_60,312.226563
MC04A,1,Spontaneous,imu,total,ss_number,52.0
MC04A,1,Spontaneous,imu,total,ss_number_60,35.0
MC04A,1,Spontaneous,imu,total,ss_skewness,2.152837331153372
MC04A,1,Spontaneous,imu,total,ss_skewness_60,1.585324949584045
MC04A,1,Spontaneous,imu,total,ss_std,1032.8143014520708
MC04A,1,Spontaneous,imu,total,ss_std_60,1163.4447612191234
MC04A,1,Spontaneous,selfreport,last_30min,ss_max,807.34375
MC04A,1,Spontaneous,selfreport,last_30min,ss_max_60,807.34375
MC04A,1,Spontaneous,selfreport,last_30min,ss_max_position,0.5512616711501216
MC04A,1,Spontaneous,selfreport,last_30min,ss_mean,292.3372396666667
MC04A,1,Spontaneous,selfreport,last_30min,ss_mean_60,433.9746095
MC04A,1,Spontaneous,selfreport,last_30min,ss_median,308.1640625
MC04A,1,Spontaneous,selfreport,last_30min,ss_median_60,311.71875
MC04A,1,Spontaneous,selfreport,last_30min,ss_number,6.0
MC04A,1,Spontaneous,selfreport,last_30min,ss_number_60,4.0
MC04A,1,Spontaneous,selfreport,last_30min,ss_skewness,0.8009513489790523
MC04A,1,Spontaneous,selfreport,last_30min,ss_skewness_60,1.1541480631316683
MC04A,1,Spontaneous,selfreport,last_30min,ss_std,292.1168472645146
MC04A,1,Spontaneous,selfreport,last_30min,ss_std_60,248.9325586483153
MC04A,1,Spontaneous,selfreport,last_hour,ss_max,1382.695313
MC04A,1,Spontaneous,selfreport,last_hour,ss_max_60,1382.695313
MC04A,1,Spontaneous,selfreport,last_hour,ss_max_position,0.0
MC04A,1,Spontaneous,selfreport,last_hour,ss_mean,505.4129465714286
MC04A,1,Spontaneous,selfreport,last_hour,ss_mean_60,588.8151043333334
MC04A,1,Spontaneous,selfreport,last_hour,ss_median,312.226563
MC04A,1,Spontaneous,selfreport,last_hour,ss_median_60,363.26171899999997
MC04A,1,Spontaneous,selfreport,last_hour,ss_number,7.0
MC04A,1,Spontaneous,selfreport,last_hour,ss_number_60,6.0
MC04A,1,Spontaneous,selfreport,last_hour,ss_skewness,1.0685269645918332
MC04A,1,Spontaneous,selfreport,last_hour,ss_skewness_60,1.1780521667226524
MC04A,1,Spontaneous,selfreport,last_hour,ss_std,453.62655548353615
MC04A,1,Spontaneous,selfreport,last_hour,ss_std_60,434.16901649629415
MC04A,1,Spontaneous,selfreport,total,ss_max,3978.125
MC04A,1,Spontaneous,selfreport,total,ss_max_60,3978.125
MC04A,1,Spontaneous,selfreport,total,ss_max_position,0.03459351053639847
MC04A,1,Spontaneous,selfreport,total,ss_mean,641.542968675
MC04A,1,Spontaneous,selfreport,total,ss_mean_60,906.512276642857
MC04A,1,Spontaneous,selfreport,total,ss_median,150.234375
MC04A,1,Spontaneous,selfreport,total,ss_median_60,320.60546850000003
MC04A,1,Spontaneous,selfreport,total,ss_number,40.0
MC04A,1,Spontaneous,selfreport,total,ss_number_60,28.0
MC04A,1,Spontaneous,selfreport,total,ss_skewness,2.0657935671829164
MC04A,1,Spontaneous,selfreport,total,ss_skewness_60,1.5479967138101645
MC04A,1,Spontaneous,selfreport,total,ss_std,1106.7431534762125
MC04A,1,Spontaneous,selfreport,total,ss_std_60,1235.4956709476444
MD22R,0,Known Alarm,imu,last_30min,ss_max,829.179687
MD22R,0,Known Alarm,imu,last_30min,ss_max_60,829.179687
MD22R,0,Known Alarm,imu,last_30min,ss_max_position,0.21779632055492584
MD22R,0,Known Alarm,imu,last_30min,ss_mean,292.42187483333333
MD22R,0,Known Alarm,imu,last_30min,ss_mean_60,572.0572913333333
MD22R,0,Known Alarm,imu,last_30min,ss_median,204.316406
MD22R,0,Known Alarm,imu,last_30min,ss_median_60,505.703125
MD22R,0,Known Alarm,imu,last_30min,ss_number,6.0
MD22R,0,Known Alarm,imu,last_30min,ss_number_60,3.0
MD22R,0,Known Alarm,imu,last_30min,ss_skewness,0.5551779256582804
MD22R,0,Known Alarm,imu,last_30min,ss_skewness_60,0.483821179120146
