subject,night,condition,type,time_span,feature,data
FA12L,1,Known Alarm,imu,total,ss_median_60,276.171875
FA12L,1,Known Alarm,imu,total,ss_number,81.0
FA12L,1,Known Alarm,imu,total,ss_number_60,49.0
FA12L,1,Known Alarm,imu,total,ss_skewness,2.566569415762088
FA12L,1,Known Alarm,imu,total,ss_skewness_60,2.047554761696753
FA12L,1,Known Alarm,imu,total,ss_std,365.90271121302266
FA12L,1,Known Alarm,imu,total,ss_std_60,409.45783518436497
FA12L,1,Known Alarm,selfreport,last_30min,ss_max,291.914063
FA12L,1,Known Alarm,selfreport,last_30min,ss_max_60,291.914063
FA12L,1,Known Alarm,selfreport,last_30min,ss_max_position,0.10382000766798605
FA12L,1,Known Alarm,selfreport,last_30min,ss_mean,90.71340463157894
FA12L,1,Known Alarm,selfreport,last_30min,ss_mean_60,156.6328125
FA12L,1,Known Alarm,selfreport,last_30min,ss_median,79.140625
FA12L,1,Known Alarm,selfreport,last_30min,ss_median_60,135.5078125
FA12L,1,Known Alarm,selfreport,last_30min,ss_number,19.0
FA12L,1,Known Alarm,selfreport,last_30min,ss_number_60,10.0
FA12L,1,Known Alarm,selfreport,last_30min,ss_skewness,0.9626529899086315
FA12L,1,Known Alarm,selfreport,last_30min,ss_skewness_60,0.8604017266571454
FA12L,1,Known Alarm,selfreport,last_30min,ss_std,88.86792566481229
FA12L,1,Known Alarm,selfreport,last_30min,ss_std_60,74.03512282023273
FA12L,1,Known Alarm,selfreport,last_hour,ss_max,1757.96875
FA12L,1,Known Alarm,selfreport,last_hour,ss_max_60,1757.96875
FA12L,1,Known Alarm,selfreport,last_hour,ss_max_position,0.0
FA12L,1,Known Alarm,selfreport,last_hour,ss_mean,174.12695309999998
FA12L,1,Known Alarm,selfreport,last_hour,ss_mean_60,302.16264209090906
FA12L,1,Known Alarm,selfreport,last_hour,ss_median,85.234375
FA12L,1,Known Alarm,selfreport,last_hour,ss_median_60,138.046875
FA12L,1,Known Alarm,selfreport,last_hour,ss_number,20.0
FA12L,1,Known Alarm,selfreport,last_hour,ss_number_60,11.0
FA12L,1,Known Alarm,selfreport,last_hour,ss_skewness,3.7949135664388773
FA12L,1,Known Alarm,selfreport,last_hour,ss_skewness_60,2.7411618619435116
FA12L,1,Known Alarm,selfreport,last_hour,ss_std,382.6822281760557
FA12L,1,Known Alarm,selfreport,last_hour,ss_std_60,487.9240409639753
FA12L,1,Known Alarm,selfreport,total,ss_max,2094.140625
FA12L,1,Known Alarm,selfreport,total,ss_max_60,2094.140625
FA12L,1,Known Alarm,selfreport,total,ss_max_position,0.8125725446190476
FA12L,1,Known Alarm,selfreport,total,ss_mean,244.85072539285716
FA12L,1,Known Alarm,selfreport,total,ss_mean_60,386.695772
FA12L,1,Known Alarm,selfreport,total,ss_median,93.3593755
FA12L,1,Known Alarm,selfreport,total,ss_median_60,251.289063
FA12L,1,Known Alarm,selfreport,total,ss_number,84.0
FA12L,1,Known Alarm,selfreport,total,ss_number_60,51.0
FA12L,1,Known Alarm,selfreport,total,ss_skewness,2.6237643146380187
FA12L,1,Known Alarm,selfreport,total,ss_skewness_60,2.1010969625558467
FA12L,1,Known Alarm,selfreport,total,ss_std,361.1487346779403
FA12L,1,Known Alarm,selfreport,total,ss_std_60,405.07254050809007
FA23L,0,Spontaneous,imu,last_30min,ss_max,474.726562
FA23L,0,Spontaneous,imu,last_30min,ss_max_60,474.726562
FA23L,0,Spontaneous,imu,last_30min,ss_max_position,0.3738084520074124
FA23L,0,Spontaneous,imu,last_30min,ss_mean,252.66741057142858
FA23L,0,Spontaneous,imu,last_30min,ss_mean_60,345.94531240000003
FA23L,0,Spontaneous,imu,last_30min,ss_median,273.125
FA23L,0,Spontaneous,imu,last_30min,ss_median_60,358.4375
FA23L,0,Spontaneous,imu,last_30min,ss_number,7.0
FA23L,0,Spontaneous,imu,last_30min,ss_number_60,5.0
FA23L,0,Spontaneous,imu,last_30min,ss_skewness,-0.4127841461364331
FA23L,0,Spontaneous,imu,last_30min,ss_skewness_60,0.5173778635445659
FA23L,0,Spontaneous,imu,last_30min,ss_std,174.08878911322748
FA23L,0,Spontaneous,imu,last_30min,ss_std_60,85.64404957194651
FA23L,0,Spontaneous,imu,last_hour,ss_max,2062.148438
FA23L,0,Spontaneous,imu,last_hour,ss_max_60,2062.148438
FA23L,0,Spontaneous,imu,last_hour,ss_max_position,0.0
FA23L,0,Spontaneous,imu,last_hour,ss_mean,509.8381695714285
FA23L,0,Spontaneous,imu,last_hour,ss_mean_60,705.984375
FA23L,0,Spontaneous,imu,last_hour,ss_median,358.945312
FA23L,0,Spontaneous,imu,last_hour,ss_median_60,361.484375
FA23L,0,Spontaneous,imu,last_hour,ss_number,7.0
FA23L,0,Spontaneous,imu,last_hour,ss_number_60,5.0
FA23L,0,Spontaneous,imu,last_hour,ss_skewness,1.7804676698314423
FA23L,0,Spontaneous,imu,last_hour,ss_skewness_60,1.467371211263043
FA23L,0,Spontaneous,imu,last_hour,ss_std,706.2697333989173
FA23L,0,Spontaneous,imu,last_hour,ss_std_60,761.4755200394852
FA23L,0,Spontaneous,imu,total,ss_max,2762.421875
FA23L,0,Spontaneous,imu,total,ss_max_60,2762.421875
FA23L,0,Spontaneous,imu,total,ss_max_position,0.7211139659791823
FA23L,0,Spontaneous,imu,total,ss_mean,544.6051898571429
FA23L,0,Spontaneous,imu,total,ss_mean_60,720.5078126190476
FA23L,0,Spontaneous,imu,total,ss_median,281.7578125
FA23L,0,Spontaneous,imu,total,ss_median_60,361.484375
FA23L,0,Spontaneous,imu,total,ss_number,28.0
FA23L,0,Spontaneous,imu,total,ss_number_60,21.0
FA23L,0,Spontaneous,imu,total,ss_skewness,1.7165667011192987
FA23L,0,Spontaneous,imu,total,ss_skewness_60,1.3720799440584566
FA23L,0,Spontaneous,imu,total,ss_std,761.0408301125641
FA23L,0,Spontaneous,imu,total,ss_std_60,807.4090358976375
FA23L,0,Spontaneous,selfreport,last_30min,ss_max,474.726563
FA23L,0,Spontaneous,selfreport,last_30min,ss_max_60,474.726563
FA23L,0,Spontaneous,selfreport,last_30min,ss_max_position,0.273091759300572
FA23L,0,Spontaneous,selfreport,last_30min,ss_mean,213.393555
FA23L,0,Spontaneous,selfreport,last_30min,ss_mean_60,332.13281279999995
FA23L,0,Spontaneous,selfreport,last_30min,ss_median,220.058594
FA23L,0,Spontaneous,selfreport,last_30min,ss_median_60,361.484375
FA23L,0,Spontaneous,selfreport,last_30min,ss_number,8.0
FA23L,0,Spontaneous,selfreport,last_30min,ss_number_60,5.0
FA23L,0,Spontaneous,selfreport,last_30min,ss_skewness,0.06665067639203309
FA23L,0,Spontaneous,selfreport,last_30min,ss_skewness_60,-1.0966218995741417
FA23L,0,Spontaneous,selfreport,last_30min,ss_std,198.5447495302611
FA23L,0,Spontaneous,selfreport,last_30min,ss_std_60,148.00334502027127
FA23L,0,Spontaneous,selfreport,last_hour,ss_max,1880.859375
FA23L,0,Spontaneous,selfreport,last_hour,ss_max_60,1880.859375
FA23L,0,Spontaneous,selfreport,last_hour,ss_max_position,0.0
FA23L,0,Spontaneous,selfreport,last_hour,ss_mean,438.354492125
FA23L,0,Spontaneous,selfreport,last_hour,ss_mean_60,691.96875
FA23L,0,Spontaneous,selfreport,last_hour,ss_median,359.9609375
FA23L,0,Spontaneous,selfreport,last_hour,ss_median_60,384.335938
FA23L,0,Spontaneous,selfreport,last_hour,ss_number,8.0
FA23L,0,Spontaneous,selfreport,last_hour,ss_number_60,5.0
FA23L,0,Spontaneous,selfreport,last_hour,ss_skewness,1.8354176696643594
FA23L,0,Spontaneous,selfreport,last_hour,ss_skewness_60,1.481577659442103
FA23L,0,Spontaneous,selfreport,last_hour,ss_std,613.3845268010867
FA23L,0,Spontaneous,selfreport,last_hour,ss_std_60,666.2874849351158
FA23L,0,Spontaneous,selfreport,total,ss_max,2762.421875
FA23L,0,Spontaneous,selfreport,total,ss_max_60,2762.421875
FA23L,0,Spontaneous,selfreport,total,ss_max_position,0.721239540104769
FA23L,0,Spontaneous,selfreport,total,ss_mean,527.7591147
FA23L,0,Spontaneous,selfreport,total,ss_mean_60,745.076265
FA23L,0,Spontaneous,selfreport,total,ss_median,322.3828125
FA23L,0,Spontaneous,selfreport,total,ss_median_60,417.851562
FA23L,0,Spontaneous,selfreport,total,ss_number,30.0
FA23L,0,Spontaneous,selfreport,total,ss_number_60,21.0
FA23L,0,Spontaneous,selfreport,total,ss_skewness,1.7773749181154201
FA23L,0,Spontaneous,selfreport,total,ss_skewness_60,1.365218754931878
FA23L,0,Spontaneous,selfreport,total,ss_std,741.6283358660988
FA23L,0,Spontaneous,selfreport,total,ss_std_60,795.0486494366334
FA23L,1,Spontaneous,imu,last_30min,ss_max,811.914062
FA23L,1,Spontaneous,imu,last_30min,ss_max_60,811.914062
FA23L,1,Spontaneous,imu,last_30min,ss_max_position,0.4742430244350742
FA23L,1,Spontaneous,imu,last_30min,ss_mean,295.7226563333333
FA23L,1,Spontaneous,imu,last_30min,ss_mean_60,344.828125
FA23L,1,Spontaneous,imu,last_30min,ss_median,213.203125
FA23L,1,Spontaneous,imu,last_30min,ss_median_60,299.53125
FA23L,1,Spontaneous,imu,last_30min,ss_number,6.0
FA23L,1,Spontaneous,imu,last_30min,ss_number_60,5.0
FA23L,1,Spontaneous,imu,last_30min,ss_skewness,1.072605619025484
FA23L,1,Spontaneous,imu,last_30min,ss_skewness_60,0.9135195072465044
FA23L,1,Spontaneous,imu,last_30min,ss_std,283.24190729776166
FA23L,1,Spontaneous,imu,last_30min,ss_std_60,286.70083652615125
FA23L,1,Spontaneous,imu,last_hour,ss_max,1508.632813
FA23L,1,Spontaneous,imu,last_hour,ss_max_60,1508.632813
FA23L,1,Spontaneous,imu,last_hour,ss_max_position,0.0
FA23L,1,Spontaneous,imu,last_hour,ss_mean,445.7177735
FA23L,1,Spontaneous,imu,last_hour,ss_mean_60,502.1484375714286
FA23L,1,Spontaneous,imu,last_hour,ss_median,298.26171850000003
FA23L,1,Spontaneous,imu,last_hour,ss_median_60,299.023437
FA23L,1,Spontaneous,imu,last_hour,ss_number,8.0
FA23L,1,Spontaneous,imu,last_hour,ss_number_60,7.0
FA23L,1,Spontaneous,imu,last_hour,ss_skewness,1.4097808154682738
FA23L,1,Spontaneous,imu,last_hour,ss_skewness_60,1.2794679187418307
FA23L,1,Spontaneous,imu,last_hour,ss_std,492.5148081959717
FA23L,1,Spontaneous,imu,last_hour,ss_std_60,503.2673813166364
FA23L,1,Spontaneous,imu,total,ss_max,3852.695312
FA23L,1,Spontaneous,imu,total,ss_max_60,3852.695312
FA23L,1,Spontaneous,imu,total,ss_max_position,0.34193803937432576
FA23L,1,Spontaneous,imu,total,ss_mean,681.3498264074074
FA23L,1,Spontaneous,imu,total,ss_mean_60,763.71419275
FA23L,1,Spontaneous,imu,total,ss_median,469.140625
FA23L,1,Spontaneous,imu,total,ss_median_60,483.8671875
FA23L,1,Spontaneous,imu,total,ss_number,27.0
FA23L,1,Spontaneous,imu,total,ss_number_60,24.0
FA23L,1,Spontaneous,imu,total,ss_skewness,2.2967544772799187
FA23L,1,Spontaneous,imu,total,ss_skewness_60,2.2056428274980906
FA23L,1,Spontaneous,imu,total,ss_std,862.9456876105924
FA23L,1,Spontaneous,imu,total,ss_std_60,882.068411049863
FA23L,1,Spontaneous,selfreport,last_30min,ss_max,811.914063
FA23L,1,Spontaneous,selfreport,last_30min,ss_max_60,811.914063
FA23L,1,Spontaneous,selfreport,last_30min,ss_max_position,0.39158198544338213
FA23L,1,Spontaneous,selfreport,last_30min,ss_mean,250.1283481428572
FA23L,1,Spontaneous,selfreport,last_30min,ss_mean_60,414.55078125000006
FA23L,1,Spontaneous,selfreport,last_30min,ss_median,161.914062
FA23L,1,Spontaneous,selfreport,last_30min,ss_median_60,342.1875
FA23L,1,Spontaneous,selfreport,last_30min,ss_number,7.0
FA23L,1,Spontaneous,selfreport,last_30min,ss_number_60,4.0
FA23L,1,Spontaneous,selfreport,last_30min,ss_skewness,1.1370575865172499
FA23L,1,Spontaneous,selfreport,last_30min,ss_skewness_60,0.7870594662362443
FA23L,1,Spontaneous,selfreport,last_30min,ss_std,285.4968837984039
FA23L,1,Spontaneous,selfreport,last_30min,ss_std_60,280.37765595186755
FA23L,1,Spontaneous,selfreport,last_hour,ss_max,1359.84375
FA23L,1,Spontaneous,selfreport,last_hour,ss_max_60,1359.84375
FA23L,1,Spontaneous,selfreport,last_hour,ss_max_position,0.0
FA23L,1,Spontaneous,selfreport,last_hour,ss_mean,353.51171880000004
FA23L,1,Spontaneous,selfreport,last_hour,ss_mean_60,485.8984375714286
FA23L,1,Spontaneous,selfreport,last_hour,ss_median,229.7070315
FA23L,1,Spontaneous,selfreport,last_hour,ss_median_60,299.023438
FA23L,1,Spontaneous,selfreport,last_hour,ss_number,10.0
FA23L,1,Spontaneous,selfreport,last_hour,ss_number_60,7.0
FA23L,1,Spontaneous,selfreport,last_hour,ss_skewness,1.5277394819173329
FA23L,1,Spontaneous,selfreport,last_hour,ss_skewness_60,1.165156447955004
FA23L,1,Spontaneous,selfreport,last_hour,ss_std,424.8617022425082
FA23L,1,Spontaneous,selfreport,last_hour,ss_std_60,450.0702966818044
FA23L,1,Spontaneous,selfreport,total,ss_max,3852.695312
FA23L,1,Spontaneous,selfreport,total,ss_max_60,3852.695312
FA23L,1,Spontaneous,selfreport,total,ss_max_position,0.3349536799667029
FA23L,1,Spontaneous,selfreport,total,ss_mean,634.2147092068966
FA23L,1,Spontaneous,selfreport,total,ss_mean_60,760.07487
FA23L,1,Spontaneous,selfreport,total,ss_median,434.609375
FA23L,1,Spontaneous,selfreport,total,ss_median_60,471.42578149999997
FA23L,1,Spontaneous,selfreport,total,ss_number,29.0
FA23L,1,Spontaneous,selfreport,total,ss_number_60,24.0
FA23L,1,Spontaneous,selfreport,total,ss_skewness,2.386021564115818
FA23L,1,Spontaneous,selfreport,total,ss_skewness_60,2.2151096359453213
FA23L,1,Spontaneous,selfreport,total,ss_std,847.7495844939086
FA23L,1,Spontaneous,selfreport,total,ss_std_60,882.5881976595928
FK22R,0,Known Alarm,imu,last_30min,ss_max,1025.703125
FK22R,0,Known Alarm,imu,last_30min,ss_max_60,1025.703125
FK22R,0,Known Alarm,imu,last_30min,ss_max_position,0.1371101188985673
FK22R,0,Known Alarm,imu,last_30min,ss_mean,448.95507825000004
FK22R,0,Known Alarm,imu,last_30min,ss_mean_60,595.9244793333334
FK22R,0,Known Alarm,imu,last_30min,ss_median,381.0351565
FK22R,0,Known Alarm,imu,last_30min,ss_median_60,516.367188
FK22R,0,Known Alarm,imu,last_30min,ss_number,4.0
FK22R,0,Known Alarm,imu,last_30min,ss_number_60,3.0
FK22R,0,Known Alarm,imu,last_30min,ss_skewness,0.4522169311961208
FK22R,0,Known Alarm,imu,last_30min,ss_skewness_60,0.35415217825921297
FK22R,0,Known Alarm,imu,last_30min,ss_std,436.9950808891597
FK22R,0,Known Alarm,imu,last_30min,ss_std_60,396.0391671959008
FK22R,0,Known Alarm,imu,last_hour,ss_max,1025.703125
FK22R,0,Known Alarm,imu,last_hour,ss_max_60,1025.703125
FK22R,0,Known Alarm,imu,last_hour,ss_max_position,0.5686104833472168
FK22R,0,Known Alarm,imu,last_hour,ss_mean,512.8124998571428
FK22R,0,Known Alarm,imu,last_hour,ss_mean_60,715.2265623999999
FK22R,0,Known Alarm,imu,last_hour,ss_median,516.875
FK22R,0,Known Alarm,imu,last_hour,ss_median_60,651.953125
FK22R,0,Known Alarm,imu,last_hour,ss_number,7.0
FK22R,0,Known Alarm,imu,last_hour,ss_number_60,5.0
FK22R,0,Known Alarm,imu,last_hour,ss_skewness,0.005619382214389343
FK22R,0,Known Alarm,imu,last_hour,ss_skewness_60,0.06842457378286605
FK22R,0,Known Alarm,imu,last_hour,ss_std,422.07019573686495
FK22R,0,Known Alarm,imu,last_hour,ss_std_60,296.5871941105007
FK22R,0,Known Alarm,imu,total,ss_max,2792.890625
FK22R,0,Known Alarm,imu,total,ss_max_60,2792.890625
FK22R,0,Known Alarm,imu,total,ss_max_position,0.023343556570906962
FK22R,0,Known Alarm,imu,total,ss_mean,461.547619031746
FK22R,0,Known Alarm,imu,total,ss_mean_60,611.2957114042553
FK22R,0,Known Alarm,imu,total,ss_median,197.96875
FK22R,0,Known Alarm,imu,total,ss_median_60,363.007813
FK22R,0,Known Alarm,imu,total,ss_number,63.0
FK22R,0,Known Alarm,imu,total,ss_number_60,47.0
FK22R,0,Known Alarm,imu,total,ss_skewness,1.7484635289745851
FK22R,0,Known Alarm,imu,total,ss_skewness_60,1.4630761554027463
FK22R,0,Known Alarm,imu,total,ss_std,586.8676676850491
FK22R,0,Known Alarm,imu,total,ss_std_60,611.4569466053189
FK22R,0,Known Alarm,selfreport,last_30min,ss_max,1025.703125
FK22R,0,Known Alarm,selfreport,last_30min,ss_max_60,1025.703125
FK22R,0,Known Alarm,selfreport,last_30min,ss_max_position,0.09648489843057399
FK22R,0,Known Alarm,selfreport,last_30min,ss_mean,448.95507799999996
FK22R,0,Known Alarm,selfreport,last_30min,ss_mean_60,595.9244789999999
FK22R,0,Known Alarm,selfreport,last_30min,ss_median,381.035156
FK22R,0,Known Alarm,selfreport,last_30min,ss_median_60,589.492187
FK22R,0,Known Alarm,selfreport,last_30min,ss_number,4.0
FK22R,0,Known Alarm,selfreport,last_30min,ss_number_60,3.0
FK22R,0,Known Alarm,selfreport,last_30min,ss_skewness,0.3569564202120116
FK22R,0,Known Alarm,selfreport,last_30min,ss_skewness_60,0.02769390450146517
FK22R,0,Known Alarm,selfreport,last_30min,ss_std,455.76794254190565
FK22R,0,Known Alarm,selfreport,last_30min,ss_std_60,426.59887153100857
FK22R,0,Known Alarm,selfreport,last_hour,ss_max,1025.703125
FK22R,0,Known Alarm,selfreport,last_hour,ss_max_60,1025.703125
FK22R,0,Known Alarm,selfreport,last_hour,ss_max_position,0.5482979283692418
FK22R,0,Known Alarm,selfreport,last_hour,ss_mean,512.7399555714286
FK22R,0,Known Alarm,selfreport,last_hour,ss_mean_60,715.2265628000001
FK22R,0,Known Alarm,selfreport,last_hour,ss_median,579.335938
FK22R,0,Known Alarm,selfreport,last_hour,ss_median_60,589.492188
FK22R,0,Known Alarm,selfreport,last_hour,ss_number,7.0
FK22R,0,Known Alarm,selfreport,last_hour,ss_number_60,5.0
FK22R,0,Known Alarm,selfreport,last_hour,ss_skewness,0.0005831806874329725
FK22R,0,Known Alarm,selfreport,last_hour,ss_skewness_60,0.11082314791876184
FK22R,0,Known Alarm,selfreport,last_hour,ss_std,420.37699320953266
FK22R,0,Known Alarm,selfreport,last_hour,ss_std_60,292.7389531056911
FK22R,0,Known Alarm,selfreport,total,ss_max,2792.890625
FK22R,0,Known Alarm,selfreport,total,ss_max_60,2792.890625
FK22R,0,Known Alarm,selfreport,total,ss_max_position,0.02086641470189702
FK22R,0,Known Alarm,selfreport,total,ss_mean,461.61210322222223
FK22R,0,Known Alarm,selfreport,total,ss_mean_60,611.3497340638298
FK22R,0,Known Alarm,selfreport,total,ss_median,198.476563
FK22R,0,Known Alarm,selfreport,total,ss_median_60,363.515625
FK22R,0,Known Alarm,selfreport,total,ss_number,63.0
FK22R,0,Known Alarm,selfreport,total,ss_number_60,47.0
FK22R,0,Known Alarm,selfreport,total,ss_skewness,1.7489044092106538
FK22R,0,Known Alarm,selfreport,total,ss_skewness_60,1.4636604943547158
FK22R,0,Known Alarm,selfreport,total,ss_std,586.788187198651
FK22R,0,Known Alarm,selfreport,total,ss_std_60,611.3650338011514
FK22R,1,Spontaneous,imu,last_30min,ss_max,1792.5
FK22R,1,Spontaneous,imu,last_30min,ss_max_60,1792.5
FK22R,1,Spontaneous,imu,last_30min,ss_max_position,0.0
FK22R,1,Spontaneous,imu,last_30min,ss_mean,1792.5
FK22R,1,Spontaneous,imu,last_30min,ss_mean_60,1792.5
FK22R,1,Spontaneous,imu,last_30min,ss_median,1792.5
FK22R,1,Spontaneous,imu,last_30min,ss_median_60,1792.5
FK22R,1,Spontaneous,imu,last_30min,ss_number,1.0
FK22R,1,Spontaneous,imu,last_30min,ss_number_60,1.0
FK22R,1,Spontaneous,imu,last_30min,ss_skewness,0.0
FK22R,1,Spontaneous,imu,last_30min,ss_skewness_60,0.0
FK22R,1,Spontaneous,imu,last_hour,ss_max,1937.226563
FK22R,1,Spontaneous,imu,last_hour,ss_max_60,1937.226563
FK22R,1,Spontaneous,imu,last_hour,ss_max_position,0.4598536780363944
FK22R,1,Spontaneous,imu,last_hour,ss_mean,1188.0338546666665
FK22R,1,Spontaneous,imu,last_hour,ss_mean_60,1188.0338546666665
FK22R,1,Spontaneous,imu,last_hour,ss_median,1179.570313
FK22R,1,Spontaneous,imu,last_hour,ss_median_60,1179.570313
FK22R,1,Spontaneous,imu,last_hour,ss_number,3.0
FK22R,1,Spontaneous,imu,last_hour,ss_number_60,3.0
FK22R,1,Spontaneous,imu,last_hour,ss_skewness,0.020867885747399853
FK22R,1,Spontaneous,imu,last_hour,ss_skewness_60,0.020867885747399853
FK22R,1,Spontaneous,imu,last_hour,ss_std,744.9969946610768
FK22R,1,Spontaneous,imu,last_hour,ss_std_60,744.9969946610768
FK22R,1,Spontaneous,imu,total,ss_max,2328.242187
FK22R,1,Spontaneous,imu,total,ss_max_60,2328.242187
FK22R,1,Spontaneous,imu,total,ss_max_position,0.0987299071060268
FK22R,1,Spontaneous,imu,total,ss_mean,547.9952828679245
FK22R,1,Spontaneous,imu,total,ss_mean_60,702.9449312439024
FK22R,1,Spontaneous,imu,total,ss_median,317.304687
FK22R,1,Spontaneous,imu,total,ss_median_60,666.171875
FK22R,1,Spontaneous,imu,total,ss_number,53.0
FK22R,1,Spontaneous,imu,total,ss_number_60,41.0
FK22R,1,Spontaneous,imu,total,ss_skewness,1.099318610141455
FK22R,1,Spontaneous,imu,total,ss_skewness_60,0.9081878552958096
FK22R,1,Spontaneous,imu,total,ss_std,569.1187976552378
FK22R,1,Spontaneous,imu,total,ss_std_60,558.8461332473687
FK22R,1,Spontaneous,selfreport,last_30min,ss_max,1693.476563
FK22R,1,Spontaneous,selfreport,last_30min,ss_max_60,1693.476563
FK22R,1,Spontaneous,selfreport,last_30min,ss_max_position,0.0
FK22R,1,Spontaneous,selfreport,last_30min,ss_mean,437.91015625
FK22R,1,Spontaneous,selfreport,last_30min,ss_mean_60,1693.476563
FK22R,1,Spontaneous,selfreport,last_30min,ss_median,25.566406
FK22R,1,Spontaneous,selfreport,last_30min,ss_median_60,1693.476563
FK22R,1,Spontaneous,selfreport,last_30min,ss_number,4.0
FK22R,1,Spontaneous,selfreport,last_30min,ss_number_60,1.0
FK22R,1,Spontaneous,selfreport,last_30min,ss_skewness,1.1538564935378417
FK22R,1,Spontaneous,selfreport,last_30min,ss_skewness_60,0.0
FK22R,1,Spontaneous,selfreport,last_30min,ss_std,837.1465804907933
FK22R,1,Spontaneous,selfreport,last_hour,ss_max,1937.226562
FK22R,1,Spontaneous,selfreport,last_hour,ss_max_60,1937.226562
FK22R,1,Spontaneous,selfreport,last_hour,ss_max_position,0.4323470930192676
FK22R,1,Spontaneous,selfreport,last_hour,ss_mean,587.2070311666668
FK22R,1,Spontaneous,selfreport,last_hour,ss_mean_60,1155.0260413333333
FK22R,1,Spontaneous,selfreport,last_hour,ss_median,192.890625
FK22R,1,Spontaneous,selfreport,last_hour,ss_median_60,1179.570312
FK22R,1,Spontaneous,selfreport,last_hour,ss_number,6.0
FK22R,1,Spontaneous,selfreport,last_hour,ss_number_60,3.0
FK22R,1,Spontaneous,selfreport,last_hour,ss_skewness,0.9012939977271659
FK22R,1,Spontaneous,selfreport,last_hour,ss_skewness_60,-0.05668110130895121
FK22R,1,Spontaneous,selfreport,last_hour,ss_std,799.7876793160933
FK22R,1,Spontaneous,selfreport,last_hour,ss_std_60,794.7569547028911
FK22R,1,Spontaneous,selfreport,total,ss_max,2328.242188
FK22R,1,Spontaneous,selfreport,total,ss_max_60,2328.242188
FK22R,1,Spontaneous,selfreport,total,ss_max_position,0.1080455729
FK22R,1,Spontaneous,selfreport,total,ss_mean,525.3899276071429
FK22R,1,Spontaneous,selfreport,total,ss_mean_60,727.02050795
FK22R,1,Spontaneous,selfreport,total,ss_median,316.54296899999997
FK22R,1,Spontaneous,selfreport,total,ss_median_60,682.4218755
FK22R,1,Spontaneous,selfreport,total,ss_number,56.0
FK22R,1,Spontaneous,selfreport,total,ss_number_60,40.0
FK22R,1,Spontaneous,selfreport,total,ss_skewness,1.1363097061088503
FK22R,1,Spontaneous,selfreport,total,ss_skewness_60,0.8844396924875715
FK22R,1,Spontaneous,selfreport,total,ss_std,565.5314769354255
FK22R,1,Spontaneous,selfreport,total,ss_std_60,552.2464171143762
HE12B,0,Known Alarm,imu,last_30min,ss_max,990.664063
HE12B,0,Known Alarm,imu,last_30min,ss_max_60,990.664063
HE12B,0,Known Alarm,imu,last_30min,ss_max_position,0.0
HE12B,0,Known Alarm,imu,last_30min,ss_mean,598.2942710000001
HE12B,0,Known Alarm,imu,last_30min,ss_mean_60,598.2942710000001
HE12B,0,Known Alarm,imu,last_30min,ss_median,566.640625
HE12B,0,Known Alarm,imu,last_30min,ss_median_60,566.640625
HE12B,0,Known Alarm,imu,last_30min,ss_number,3.0
HE12B,0,Known Alarm,imu,last_30min,ss_number_60,3.0
HE12B,0,Known Alarm,imu,last_30min,ss_skewness,0.15294475720523412
HE12B,0,Known Alarm,imu,last_30min,ss_skewness_60,0.15294475720523412
HE12B,0,Known Alarm,imu,last_30min,ss_std,377.53949791002657
HE12B,0,Known Alarm,imu,last_30min,ss_std_60,377.53949791002657
HE12B,0,Known Alarm,imu,last_hour,ss_max,1662.5
HE12B,0,Known Alarm,imu,last_hour,ss_max_60,1662.5
HE12B,0,Known Alarm,imu,last_hour,ss_max_position,0.0
HE12B,0,Known Alarm,imu,last_hour,ss_mean,443.8134765
HE12B,0,Known Alarm,imu,last_hour,ss_mean_60,869.5507809999999
HE12B,0,Known Alarm,imu,last_hour,ss_median,135.253906
HE12B,0,Known Alarm,imu,last_hour,ss_median_60,789.3164059999999
HE12B,0,Known Alarm,imu,last_hour,ss_number,8.0
HE12B,0,Known Alarm,imu,last_hour,ss_number_60,4.0
HE12B,0,Known Alarm,imu,last_hour,ss_skewness,1.1373692300738576
HE12B,0,Known Alarm,imu,last_hour,ss_skewness_60,0.36218125445966687
HE12B,0,Known Alarm,imu,last_hour,ss_std,608.4196504332693
HE12B,0,Known Alarm,imu,last_hour,ss_std_60,616.6695831454559
HE12B,0,Known Alarm,imu,total,ss_max,2056.5625
HE12B,0,Known Alarm,imu,total,ss_max_60,2056.5625
HE12B,0,Known Alarm,imu,total,ss_max_position,0.8789621446043728
HE12B,0,Known Alarm,imu,total,ss_mean,328.61505677777774
HE12B,0,Known Alarm,imu,total,ss_mean_60,468.5954733382353
HE12B,0,Known Alarm,imu,total,ss_median,145.664063
HE12B,0,Known Alarm,imu,total,ss_median_60,279.47265600000003
HE12B,0,Known Alarm,imu,total,ss_number,99.0
HE12B,0,Known Alarm,imu,total,ss_number_60,68.0
HE12B,0,Known Alarm,imu,total,ss_skewness,1.9505885136150152
HE12B,0,Known Alarm,imu,total,ss_skewness_60,1.5701213431091077
HE12B,0,Known Alarm,imu,total,ss_std,439.73028961052154
HE12B,0,Known Alarm,imu,total,ss_std_60,468.22500180641214
HE12B,0,Known Alarm,selfreport,last_30min,ss_max,364.023438
HE12B,0,Known Alarm,selfreport,last_30min,ss_max_60,364.023438
HE12B,0,Known Alarm,selfreport,last_30min,ss_max_position,0.4203581832209218
HE12B,0,Known Alarm,selfreport,last_30min,ss_mean,223.61328149999997
